Work Package Code,Service Code,Service Line
B,B1,20.8.4. The Supplier shall provide the names of all Supplier Staff and Subcontractors and inform the Buyer of any alterations and additions as they take place throughout the Call-Off Contract.
B,B1,"20.8.5. The Supplier shall ensure that all Supplier Staff and Subcontractors requiring access to the Buyer’s Premises have the appropriate security clearance. Unless prior Approval has been received from the Buyer, the Supplier shall be responsible for meeting the costs associated with the provision of security cleared escort Services."
B,B1,"20.8.6. If a property requires Supplier Staff or Subcontractors to be accompanied by the Buyer Authorised Representative, the Buyer must be given reasonable notice of such a requirement, except in the case of emergency access."
C,C,Maintenance Services
C,C,Maintenance Services Generic Requirements
C,C,"21.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C,"21.2. The delivery of the maintenance Services are undertaken in compliance with all applicable UK legislation and legislation appropriate to the location of the Buyer’s Premises, Good Industry Practice, manufacturer’s recommendations and where appropriate any requirements specified by the Buyer. Further details of any Buyer requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
C,C,"21.3. In respect of all of the Services, the Supplier shall provide a comprehensive Planned Preventative Maintenance (PPM) regime ensuring compliance with all associated statutory, mandatory or regulatory requirements together with sector / organisation compliance needs and shall include business critical maintenance activities."
C,C,"21.4. The PPM regime shall be aligned with the [SFG20 red, pink, amber, codes as used in SFG20] maintenance schedules or (if not applicable), with Good Industry Practice and Standards. "
C,C,"21.5. The PPM regime may include [SFG20 Green codes as used in SFG20 maintenance schedules] where requested by the Buyer. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly. This adaptation of the standard Specification would deem the service as non-standard in those areas of the estate and thereby permit Framework Prices to be exceeded as part of a Call-Off Procedure, if necessary.]"
C,C,"21.6. The PPM regime may include areas within their estate that require a higher level, or bespoke level of maintenance regime within, for example, highly sensitive or specialist areas such as production or laboratory facilities, data centres etc, where requested by the Buyer. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly. This adaptation of the standard Specification would deem the service as non-standard in those areas of the estate and thereby permit Framework Prices to be exceeded as part of a Call-Off Procedure, if necessary.] "
C,C,"21.7. All planned and reactive maintenance related activities shall take place during the Operational Working Hours of the Buyer Premises. There will be occasions when delivering maintenance activities within Operational Working Hours is not suitable, therefore flexible alternative arrangements shall be agreed by the Buyer and maintenance schedules shall be revised to reflect these. Where revisions are required, changes shall be managed via the Contract’s Variation Procedure "
C,C,"21.8. The Supplier shall be responsible for the Delivery of all Planned Preventative Maintenance Services and shall ensure that statutory compliance is achieved and maintained at all Buyer Premises. The Service shall be inclusive of the Delivery of all statutory inspections, risk assessments, written scheme of examination and insurance inspections as required to achieve full statutory compliance at Buyer Premises."
C,C,21.9. The Supplier shall be responsible for ensuring all Planned Preventative Maintenance activities and Services are fully compliant with all related legislation and best practice guidelines issued by the UK Government. Where these requirements make it necessary to revise current Planned Preventative Maintenance activities these shall be highlighted to the Buyer and be managed via the Contract’s Variation Procedure.
C,C,"21.10. The Service shall recognise Buyer requirements in regard to the Delivery of Planned Preventative Maintenance, landlord tenancy agreements that exist at the Buyer Premises and shall be responsible for ensuring these requirements are fully captured in the Planned Preventative Maintenance regime and managed via the CAFM System in accordance with the Asset information requirements to ensure that all Services are Delivered in full compliance with the Buyer’s legal, statutory and lease obligations."
C,C,"21.11. The Supplier shall be responsible for the creation of discretionary PPM task instructions to meet the Buyer’s requirements. The Supplier shall ensure that these discretionary PPM activities are approved by the Buyer prior to their addition to the PPM schedules and uploaded to their CAFM System. Further details of discretionary task requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
C,C,"21.12. The Supplier shall inform the Buyer of enhancements and/or modifications to PPM management regimes where they are likely to impact on the agreed Charges for maintenance Services e.g. changes in PPM task frequencies. Where the Buyer agrees to the implementation of the change, they shall be managed via the Contract’s Variation Procedure."
C,C,"21.13. The Supplier shall ensure that the Planned Preventative Maintenance schedules capture the requirements outlined within the Buyer’s quality management plan, Service Delivery Plan and Sustainability Management Plan."
C,C,"21.14. Where agreed with the Buyer, the PPM schedule shall include any agreed maintenance system, such as business-focussed maintenance (BFM), condition based maintenance (CBM) etc. The revised Planned Preventative Maintenance processes and scheduling shall be reflected and be managed via the CAFM System."
C,C,"21.15. The Supplier shall provide installation work associated with Planned Preventative Maintenance, Reactive Maintenance Works and Additional Works without compromising the integrity of any historic Buyer Premises and in a manner so as to avoid damage. Prior to carrying out work to historic Buyer Premises, the Supplier shall undertake a written scheme of investigation, prepare a method statement and Safe System of Work and discuss their proposal with the Buyer to seek formal Approval to proceed with any works."
C,C,"21.16. PPM tasks shall be generated through the CAFM System on a [Monthly] basis, in advance. The Supplier shall work to an annual PPM programme and ensure that an annual PPM schedule for the relevant year is available on the CAFM System for each respective Buyer Premises in accordance with the following process:"
C,C,"21.16.1. Not less than [42 days] prior to the start of an annual Planned Preventative Maintenance programme, the Supplier shall provide the Buyer with a proposed annual Planned Preventative Maintenance programme;"
C,C,21.16.2. The Buyer shall notify the Supplier of any comments;
C,C,21.16.2.1. The Supplier shall revise the proposed annual Planned Preventative Maintenance programme to take account of the Buyer’s comments; and
C,C,21.16.2.2. The Supplier shall then resubmit the proposed annual Planned Preventative Maintenance programme to the Buyer;
C,C,"21.17. In the absence of any comments from the Buyer, the Supplier is in no way relieved of any of its obligations under this Specification including this PPM strategy."
C,C,"21.18. The Supplier shall, subject to the Inclusive Repair Threshold, maintain Assets leased to or leased by the Buyer in accordance with the requirement of the lease or as specified by the Buyer. All Planned Preventative Maintenance regimes shall be approved by the Buyer prior to upload on the CAFM System and undertaking any works. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
C,C,21.19. The Supplier shall prioritise work on the system and make any proposed improvements and adjustments to suit availability of resources. Any such proposed improvements and adjustments shall be submitted to the Buyer for Approval.
C,C,"21.20. The annual PPM programme shall detail the frequency, schedule of tasks, input requirements and maintenance Standards to be applied and resource requirements for all Services."
C,C,21.21. The Supplier shall ensure they operate a Safe System of Work in accordance with their health and safety policy and that risk assessments are site specific and not generic and shall include but not be limited to the following:
C,C,21.21.1. Asset criticality;
C,C,21.21.2. Any relevant equipment manufacturers’ recommendations;
C,C,21.21.3. Industry Standard specification;
C,C,21.21.4. The Supplier’s experience of similar equipment and Services; and
C,C,21.21.5. The risk to and/or impact upon the business that could result from failure of the Asset.
C,C,21.22. The Supplier shall ensure that:
C,C,"21.22.1. The PPM works task sheet clearly identifies the Asset type, location, task instruction and frequency or if not applicable, details of the work required and frequency as defined and agreed with the Buyer;"
C,C,"21.22.2. Where the time between activities is greater than one year, those activities are to be undertaken on an appropriate rolling programme. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
C,C,"21.22.3. Costs for all Replacement Equipment, to include consumable items, Assets and associated component parts, which are required to satisfactorily maintain the Services, are of the same manufacturer, quality and type or better as provided for the original installation. Costs for the provision of these consumables and Replacement Equipment, to include parts, Assets and associated components shall be included in the Charges;"
C,C,21.22.4. Details of all warranties and associated maintenance and/or inspection requirements associated with new and Replacement Equipment installed at Buyer Premises by the Supplier are fully recorded within the CAFM System;
C,C,21.22.5. All Services associated with the maintenance or Assets and/or systems under warranty are Delivered in strict accordance with the warranty requirements at all times; and
C,C,"21.22.6. Where instructed by the Buyer, Replacement Equipment, to include parts, Assets and associated components shall be subject to a whole lifecycle carbon assessment in line with the Buyer's carbon net zero strategy and associated decarbonisation plan. The Supplier shall ensure Replacement Equipment, to include parts and Assets are of the same manufacturer as the equipment being serviced wherever possible. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
C,C,"21.23. Where instructed by the Buyer, the Supplier shall be required to provide extended warranties on newly installed Assets / systems at Buyer Premises. Further details of these requirements will be highlighted within the Order Form."
C,C,"21.24. The Supplier shall be responsible for the safekeeping and storage of any materials that may be directly delivered to the Buyer Premises, including other site-specific critical spares as agreed with the Buyer."
C,C,"21.25. The Supplier shall agree and manage access arrangements for restricted areas in advance with the Buyer in order to avoid being denied entry and delaying the execution of the Services. In multi-occupancy buildings, the Supplier shall liaise with landlords, landlord’s representatives and other relevant parties to ensure that the method statements are aligned with all of the Building User and Buyer Staff requirements in respect of all of the Services. Where access cannot be gained as scheduled, the Supplier shall record the attempt, notify the Buyer via the Helpdesk, and make at least one further attempt within an agreed timeframe. Continued denial of access shall be reported to the Buyer for instruction."
C,C,"21.26. Where required by the Buyer, the Supplier shall be co-located within the Buyer’s Premises to facilitate day-to-day collaboration and service delivery. The Buyer may provide designated office or compound space within its assets for the Supplier’s use. Details of such facilities, including location, access, duration of use, and occupation terms, if required, will be provided as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
C,C,21.27. The Supplier shall agree with the Buyer the process relating to the retention of all statutory and mandatory certificates and related Documentation.
C,C,21.28. The Supplier shall provide expert and technical advice on all maintenance matters upon the request of the Buyer.
C,C1,Mechanical and Electrical Engineering Maintenance
C,C1,"22.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C1,"22.2. The Supplier shall provide a professionally managed mechanical and electrical (M&E) maintenance Service, which ensures the maintenance and operation of all items of plant and equipment within the Buyer Premises, are in accordance with the Buyer’s requirements."
C,C1,"22.3. The Supplier shall ensure the successful operation and optimum condition of all of the Buyer’s mechanical, electrical and plumbing systems. The Supplier shall ensure they are maintained at optimum performance in accordance with manufacturers’ and installers’ recommendations and statutory obligations. A list of plant and systems to be maintained shall be listed within the Asset registers in Appendix E.2 - Asset Data."
C,C1,"22.4. For the avoidance of doubt, these requirements include the maintenance of all gas, coal, biomass, LPG and oil fired systems and all associated infrastructure, to include storage tanks, pipework, flues, chimneys and air supply systems, cylinder storage facilities, bund storage equipment and detection systems as present within the Buyer Premises."
C,C1,"22.5. The Supplier shall be responsible for the maintenance of all Assets within the Buyer Premises, irrespective of their inclusion within the Asset register."
C,C1,"22.6. The Supplier shall implement an annual PPM programme that fully meets the maintenance requirements of the Chartered Institution of Building Service Engineers (CIBSE), [SFG20], or if not applicable, the maintenance requirements specified by the manufacturers, the Building and Engineering Services Association (BESA) and other relevant professional bodies. The overriding responsibility of the Supplier shall be to ensure that maintenance Services to the built and installed Assets within the Buyer Premises are Delivered as required throughout the Call-Off Contract."
C,C1,"22.7. The Supplier shall provide and review the current PPM schedule during the Mobilisation Period. The Supplier shall ensure the maintenance and operation of the built and installed Assets, within the Buyer Premises are maintained and operational for the duration of the Call-Off Contract."
C,C1,"22.8. Information on the specific built and installed Assets, in the form of reports and surveys shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]. "
C,C1,22.9. The Supplier shall satisfy itself as to the accuracy of the information provided by the Buyer.
C,C1,22.10. It is a fundamental requirement of the Services that the Supplier is cognisant of the intimate relationship between operational elements and those elements of life cycle management. The Supplier shall provide the Buyer with a demonstration of the appropriate methodologies. The Supplier shall look to implement a holistic annual PPM schedule to maximise the life of all built and installed Assets.
C,C1,"22.11. The Supplier shall transmit notification of the Planned Preventative Maintenance via the Buyer Premises based CAFM System to the Buyer Authorised Representative or their nominated deputy and allocate to the appropriate tradesmen. The works task sheet shall clearly identify the Asset type, location and work required. The Buyer Authorised Representative shall agree access arrangements for restricted areas in advance with the Buyer in order to avoid any interruption to business."
C,C1,"22.12. The Supplier shall provide all PPM activities, other than daily nominated or advised tasks, within [72 hours] of scheduled date."
C,C1,"22.13. The Supplier shall monitor the Services so that operating conditions can be maintained and the quality of service provision can be recorded. The Supplier shall be responsible for establishing and maintaining the necessary systems including the use of the CAFM System to log and record responses to problems as they occur as well as recording performance of equipment, systems and Supplier Staff."
C,C1,22.14. A special note shall be made of specific warranty period maintenance requirements.
C,C2,Ventilation and Air Conditioning Systems Maintenance
C,C2,"23.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C2,"23.2. The Supplier shall act in accordance with, including but not limited to;"
C,C2,23.2.1. CIBSE Guide M: Maintenance engineering and management; and
C,C2,23.2.2. TR19 Guide to good practice – Internal cleanliness of ventilation systems.
C,C2,"23.3. The Supplier shall maintain ventilation, comfort cooling and air conditioning systems by using the same principles employed for other mechanical and electrical systems. Some of the air conditioning systems shall be designated by the Buyer as business critical systems where appropriate."
C,C2,23.4. This provision includes all catering extract and forced air systems inclusive of ductwork and terminal units.
C,C2,"23.5. The Supplier shall deliver air quality monitoring at the Buyer Premises to meet COSHH 2002 and EH40 statutory requirements and all other statutory and best practice requirements linked to the Delivery of the Services, including HSEG409, HSG173 and CIBSE KS17. Where the installation of new fixed monitoring equipment is required to Deliver these Services the costs shall be met by the Buyer."
C,C2,23.6. The insides of ventilation and air conditioning ductwork shall be kept clean in accordance with Service C3 environmental cleaning Services (below). The Supplier shall maintain the systems and ensure compliance with legal obligations in respect of health and safety and the management of greenhouse gases and ozone depleting substances and any other Specification or Standard required by the Buyer.
C,C3,Environmental Cleaning Service
C,C3,"24.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C3,"24.2. The Supplier shall act in accordance with, including but not limited to;"
C,C3,24.2.1. CIBSE Guide M: Maintenance engineering and management;
C,C3,24.2.2. BESA guide to good practise; and
C,C3,"24.2.3. BESA Internal cleanliness of ventilation systems TR19 in order to minimise the build-up of dust, dirt, grease and scale."
C,C3,24.3. The Supplier shall clean kitchen extract and cell ventilation systems to ensure compliance with all statutory requirements.
C,C3,"24.4. The Supplier shall thoroughly clean general mechanical ventilation and environmental systems. This shall include air conditioning systems, local exhaust ventilation (LEV) ductwork and extract hoods to ensure compliance with all statutory requirements."
C,C3,24.5. The Supplier shall deliver the Services in compliance with all statutory requirements.
C,C3,"24.6. Where the Buyer requests additional cleaning Services at a frequency which exceeds the requirements of the statutory requirements, these shall be rechargeable and managed via the Additional Works and Approval Process."
C,C3,24.7. The Supplier shall ensure that all works are recorded and managed via the CAFM System.
C,C3,24.8. The Supplier shall preserve a satisfactory standard of hygiene within air distribution and extract systems.
C,C4,Fire Detection and Firefighting Systems Maintenance
C,C4,"25.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C4,"25.2. The Supplier shall be responsible for ensuring all fire-fighting equipment and systems are tested in accordance with the applicable British Standards, Approved Codes of Practice, manufacturer’s recommendations and Good Industry Practice."
C,C4,25.3. All systems shall be tested including but not limited to:
C,C4,25.3.1. Fire alarm panels;
C,C4,25.3.2. Extinguishers;
C,C4,25.3.3. Voice alarm systems;
C,C4,25.3.4. Smoke pressurisation and extraction systems;
C,C4,25.3.5. Fume cupboards;
C,C4,25.3.6. Suppression systems;
C,C4,25.3.7. Sprinkler systems;
C,C4,25.3.8. Public address systems;
C,C4,25.3.9. Evacuation chairs;
C,C4,25.3.10. Wet and dry risers;
C,C4,25.3.11. Lift evacuation systems; and
C,C4,25.3.12. Emergency communications systems (refuges).
C,C4,"25.4. The Supplier shall be responsible for operating fire alarm testing in accordance with fire regulations, ensuring logs are accurate and up-to-date and [weekly] tests are operated within [2 minutes] of any agreed times. Voice announcement system broadcasts or announcements shall all be performed professionally and in accordance with the Buyer’s requirements."
C,C4,"25.5. The Supplier shall be responsible for resetting all equipment upon completion of the fire alarm testing, to include air conditioning systems, gas supplies and gas suppression systems."
C,C4,25.6. The Supplier shall test fire detection systems in a manner that ensures full functionality of the fire system and associated devices. The results shall be recorded within the fire log-book at the Buyer Premises and centrally within the management regime. Details of the outcome of the tests shall be passed to the Buyer Authorised Representative at the Buyer Premises.
C,C4,"25.7. All abnormal test results shall be immediately advised to the Buyer, and dealt with under the auspices of the reactive maintenance Services."
C,C4,25.8. It is the responsibility of the Supplier to notify the CAFM System / helpdesk of each instance where works are raised as a result of testing of firefighting or detection systems.
C,C4,25.9. The Supplier shall ensure any changes or enhancements to the fire systems are recorded in the fire risk assessment for the Buyer Premises.
C,C4,25.10. The Supplier shall inform the Buyer Authorised Representative when they are to undertake maintenance work to the fire safety systems. This shall be carried out in line with the Buyer’s policies.
C,C5,Lifts Maintenance
C,C5,"26.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C5,"26.2. The Supplier shall provide a fully comprehensive maintenance regime to the lifts within the Buyer Premises. The Supplier shall be responsible for meeting response times contained within Appendix C - Service Delivery Response and Rectification Times Category type if there are problems with the system’s components, items and panels."
C,C5,26.3. The Supplier shall ensure that all necessary information regarding the lifting system is recorded within the CAFM System.
C,C5,26.4. The Supplier shall:
C,C5,26.4.1. Manage the thorough examination of lifts by an independent competent person (who must not be the same person who performs regular maintenance on the lifts to ensure that they can objectively assess the lift's condition and identify any defects or weaknesses without bias) and forward reports to the Buyer;
C,C5,26.4.2. Keep lift records;
C,C5,26.4.3. Act on any recommendations that cost less than the Inclusive Repair Threshold;
C,C5,26.4.4. Inform the Buyer of any work required costing more than the Inclusive Repair Threshold;
C,C5,"26.4.5. Inform the Buyer of any lift that is out of service, the reason why and the time the lift will be back in service;"
C,C5,26.4.6. Ensure that lift cars are taken out of service in the case of dangerous situations;
C,C5,26.4.7. Ensure the competency of those who carry out the work and train Supplier Staff in the rescue and freeing of trapped passengers;
C,C5,26.4.8. Ensuring the availability of Replacement Equipment;
C,C5,26.4.9. Carry out a detailed risk assessment for all works; and
C,C5,26.4.10. Include fireman lifts and lift evacuation systems.
C,C6,Hoists and Conveyance Systems Maintenance
C,C6,"27.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C6,27.2. The Supplier shall provide a fully comprehensive maintenance regime to the hoists and conveyance systems within the Buyer Premises.
C,C6,"27.3. The Supplier shall be responsible for meeting response times contained within Appendix C - Service Delivery Response and Rectification Times Category type if there are problems with the system’s components, items and panels."
C,C6,27.4. The Supplier shall ensure that all necessary information regarding the hoists and conveyance system are recorded within the CAFM System. The Supplier shall:
C,C6,27.4.1. Manage the thorough examination of hoists and conveyance system by an independent competent person (who must not be the same person who performs regular maintenance on the hoists and conveyance systems to ensure that they can objectively assess the condition and identify any defects or weaknesses without bias) and forward reports to the Buyer.
C,C6,27.4.2. Keep hoists and conveyance system records;
C,C6,27.4.3. Act on any recommendations that cost less than the Inclusive Repair Threshold;
C,C6,27.4.4. Inform the Buyer of any work required costing more than the Inclusive Repair Threshold;
C,C6,"27.4.5. Inform the Buyer of any hoists and conveyance system that is out of service, the reason why and the time the hoists and conveyance system will be back in service;"
C,C6,27.4.6. Ensure that hoists and conveyance systems are taken out of service in the case of dangerous situations;
C,C6,27.4.7. Ensure the competency of those who carry out the work and train Supplier Staff in the rescue and freeing of trapped passengers;
C,C6,27.4.8. Ensuring the availability of Replacement Equipment;
C,C6,27.4.9. Carry out a detailed risk assessment for all works; and
C,C6,27.4.10. Include fireman lifts and hoists and conveyance system evacuation systems.
C,C6,"27.5. Further details in relation to the hoists and conveyancing systems in the Buyer Premises shall be provided as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
C,C7,"Security, Access and Intruder Systems Maintenance"
C,C7,"28.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C7,"28.2. The Supplier shall maintain all security, access and intruder systems within the Buyer’s Premises and any new systems put in place to ensure correct functioning throughout the course of the Call-Off Contract."
C,C7,"28.3. It shall be the Supplier’s responsibility to ensure the continued functioning of security, access and intruder systems."
C,C7,28.4. The Supplier shall ensure that any failure that leads to a weakness in security is rectified within the response times contained within Appendix C - Service Delivery Response and Rectification Times Category type.
C,C7,"28.5. The Supplier shall liaise with the Buyer’s Authorised Representative and any relevant HM Government security equipment specialists over the issues of security, access and intruder system including synergistic areas where security provision is supplied directly by HM Government or Buyer Staff."
C,C8,Internal and External Building Fabric Maintenance
C,C8,"29.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
C,C8,"29.2. The Supplier shall act in accordance with, including but not limited to;"
C,C8,29.2.1. RICS New Rules for Measurement Part 3 for Maintenance (NRM3).
C,C8,"29.3. The Supplier shall provide a professionally managed, Planned Preventative Maintenance Service in accordance with a system and programme of building fabric maintenance. This programme shall take account of the Asset registers, Planned Preventative Maintenance schedules and all relevant lease obligations. "
C,C8,"29.4. The Planned Preventative Maintenance regime may include areas within the estate that require a higher level, or bespoke level of maintenance regime, where requested by the Buyer. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly. Any adaptation of the standard Specification would deem the service as non-standard in those areas of the estate and thereby permit Framework prices to be exceeded as part of a Call-Off Procedure, if necessary.]"
C,C8,29.5. Any variations from periodic maintenance shall be agreed between the Supplier and the Buyer [Monthly] in advance of the planned activity.
C,C8,"29.6. Planned Preventative Maintenance tasks shall be generated through the CAFM System on a Monthly basis, in advance. The Supplier shall provide day-to-day repairs to the internal and external fabric. The Supplier shall submit notification of the day-to-day repairs via the CAFM System to the Buyer Authorised Representative or its nominated deputy and allocated to the appropriate Supplier Staff. This shall be by raising a Service request via the system if an independent helpdesk is utilised. The works task sheet shall clearly identify the Asset type, location and work required. The Buyer shall agree access arrangements with the Buyer for restricted areas in order to avoid any interruption to business."
C,C8,"29.7. The Supplier shall ensure that in instances of spot (reactive) re-lamping, they acknowledge the need to ensure electrical safety and working at height when replacing lamps. For the avoidance of doubt, the Supplier shall be responsible for funding the replacement of all lamps and light fittings that fail below the Inclusive Repair Threshold (IRT) within the Charges."
C,C8,29.8. The Supplier shall ensure that:
C,C8,"29.8.1. In instances of spot (reactive) re-lamping, they acknowledge the need to ensure electrical safety and working at height when replacing lamps;"
C,C8,29.8.2. The consistency in colour balancing throughout the area is maintained and in keeping with the Buyer’s requirements;
C,C8,29.8.3. They are cognisant of the impact that lighting control systems have on the life expectancy of lamps;
C,C8,29.8.4. Luminaires and light fittings are kept in good repair and are cleaned and maintained to ensure optimum performance;
C,C8,"29.8.5. All lamps and tubes in prestige areas such as reception areas and ministerial suite, in conference and meeting rooms and all emergency lighting shall be fully operational at all times subject to response and rectification times contained within Appendix C - Service Delivery Response and Rectification Times Category type."
C,C8,29.8.6. The control and execution of this Service is managed entirely by the CAFM System.
C,C8,"29.8.7. They dispose of old fluorescent tubes in accordance with environmental best practice and any relevant legislation, using the most economically advantageous and environmentally beneficial methods. Where appropriate, this may mean taking advantage of any national or cross-Government contracts to which the Buyer has access."
C,C8,"29.9. The Supplier shall acknowledge the Buyer’s PPM schedules. The Supplier shall include all building fabric maintenance tasks within Call-Off Schedule 20 (Specification), in addition to any further requirements. The Service shall include but shall not be limited to an annual integrity inspection and report of building fabric components such as hearing loops, wheelchairs, evacuation chairs, fire curtains, mobile racking systems and high density storage systems."
C,C8,"29.10. The Supplier shall agree access arrangements for restricted areas with the Buyer in advance in order to avoid being denied entry and delaying the execution of the Service. In multi-occupancy buildings the Supplier shall be required to liaise with landlords, landlords representatives and other relevant parties to ensure that the method statements are aligned with all of the Building User and Buyer Staff requirements in respect of all of the Services."
C,C8,"29.11. Where the Buyer has responsibility for the provision of residential housing, the Supplier shall be responsible for the maintenance of the buildings, to include all outbuildings and fixed furniture items contained therein."
C,C8,29.12. The Supplier shall be responsible for the sweeping of chimneys and open fireplaces that are present at Buyer Premises at a frequency that shall maintain them in a safe working order.
C,C8,29.13. The Supplier shall be required to undertake redecoration works on a cyclical / periodic basis to comply with the Buyer’s lease obligations or agreed standard for HM Government freehold buildings where this is requested. The Supplier shall liaise with the Buyer to establish these obligations and provide quotations for all redecoration works as per the Additional Works and Approval Process.
C,C8,29.14. The Supplier shall provide redecoration works on an elective basis as per the Additional Works and Approval Process detailed in Call-Off Schedule 25 (Additional Works) upon instruction from the Buyer Authorised Representative. Any redecoration work required as a result of reactive maintenance shall be included with the Reactive Maintenance Works.
C,C8,"29.15. The Supplier shall provide a gutter clearance service and shall ensure drainage systems including but not limited to pipes, gutters, manholes and parapet gutters are kept functional and remain free from debris, leaves and other blockages at all times. "
C,C8,"29.16. Where Buyer Premises exceed four (4) storeys and have no fixed roof access equipment fitted to enable the Delivery of the gutter cleaning service, the Supplier shall be responsible for the provision of the portable equipment required to deliver the Service. Costs for the provision of the portable equipment shall be managed via the Additional Works and Approval Process."
C,C8,29.17. Where required by the Buyer the Supplier shall provide a gutter repair Service. The gutter repair Service shall be paid for as Additional Works as per the Additional Works and Approval Process detailed in Call-Off Schedule 25 (Additional Works).
C,C8,"29.18. The Supplier shall provide a securing and making safe Service in the event of break–ins, vandalism or damage to the external building on a reactive basis within the timescales detailed in the Appendix C – Service Delivery Response and Rectification Times. This shall include but shall not be limited to boarding up windows on a temporary basis and re-glazing of broken windows as a minimum requirement. This Service shall be paid for as additional works as per the Additional Works and Approval Process detailed in Call-Off Schedule 25 (Additional Works)."
C,C8,29.19. The Supplier shall be responsible for the safe storage and maintenance of all equipment issued to them for their use on the Contract by the Buyer. All maintenance works undertaken shall be in accordance with the manufacturer’s recommendations.
C,C8,29.20. The Supplier shall be responsible for the provision of:
C,C8,29.20.1. Repairs;
C,C8,29.20.2. Replacement equipment;
C,C8,29.20.3. Operator training;
C,C8,29.20.4. Insurance cover;
C,C8,29.20.5. Certification;
C,C8,29.20.6. Risk assessments; and
C,C8,29.20.7. Calibration.
C,C8,"29.21. The Supplier shall, at the end of the Contract Period, be responsible for the return of all items issued to them by the Buyer for their use on the Call-Off Contract in their original condition, allowing for fair wear and tear, and in good working order. Any items missing or damaged, other than by fair wear and tear, shall be replaced by the Supplier at no cost to the Buyer."
C,C8,29.22. Details of the equipment to be issued to the Supplier shall be highlighted as part of a Call-Off Procedure. [Buyer to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”]
C,C8,"29.23. The Supplier shall execute the Service during the Operational Working Hours. If agreed with the Buyer, the Service may be executed outside these hours for operational reasons, to meet deadlines or other particular requirements including avoidance of disruption and noise."
C,C8,29.24. The Supplier shall be responsible for the maintenance and statutory inspections of the Buyer’s health and safety and building protection systems including but not limited to:
C,C8,29.24.1. Safety eyebolts;
C,C8,29.24.2. Fixed roof-edge protection handrail systems;
C,C8,29.24.3. Free-standing roof-edge protection handrail systems;
