Work Package Code,Service Code,Service Line
H,H.9,75.3. The Supplier shall ensure that
H,H.9,"75.3.1. The vending Service meets the requirement of the Buyer's personnel working at Buyer Premises to include but not be limited to site operating hours, late, weekend and lone working shift operations. The service shall be provided at nil subsidy and be part of the catering concession wherever feasible. Further details of these requirements will be provided by the Buyer in the Call-Off Procedure."
H,H.9,75.3.2. The pricing policy is benchmarked to high street and the Buyer’s budgets;
H,H.9,"75.3.3. Vending machines are replenished with appropriate items, including hot and cold beverages, confectionery and cold snacks. The date label is to be checked and removed as required. Storage conditions shall be appropriate to the product."
H,H.9,75.4. The Supplier shall clean and maintain vending machines and ensure that they are operable during operational Working Hours.
H,H.10,76. Service H10 - Residential Catering Services
H,H.10,76.1. The following Standards apply to this Service - SH9.
H,H.10,"76.2. The Supplier shall provide a Catering Service for full time residents at various Buyer Premises. This Service shall be determined by the Buyer in the Call-Off Procedure but may include a full board food offering comprising breakfast, lunch and dinner."
H,H.10,"76.3. This Service may be required to be Delivered in a variety of settings including custodial centres, detention centres probation accommodation, bail hostels, youth hostels and residential training facilities."
I, Cleaning Services.,
I,I,77. Service I: Generic Cleaning Requirements
I,I,77.1. The Supplier shall ensure that:
I,I,77.1.1. The required Standard is in evidence daily before the start of the building users’ business activity;
I,I,"77.1.2. As far as is reasonably practicable they specify and use cleaning materials and practices that are environmentally preferable, including utilisation of refillable containers throughout the entire product cycle where possible;"
I,I,"77.1.3. All planned cleaning related activities shall take place during the Operational Working Hours of the Buyer Premises, which shall be between [06:00hrs and 2200hrs Monday to Saturday], as approved by the Buyer. There will be occasion when delivering cleaning activities within Operational Working Hours is not suitable, therefore flexible alternative arrangements shall be agreed by the Buyer and cleaning schedules shall be revised to reflect these. Where revisions are required, changes will be managed via the Contract Variation Procedure and be agreed with the Buyer during the Mobilisation Period; and"
I,I,77.1.4. All Supplier Staff wear formal corporate attire at all times including building/identification passes.
I,I,77.2. The Supplier shall be required to clean certain areas in the presence of a Buyer Authorised Representative or under approved escort. These areas and the times for the cleaning to take place shall be agreed with the Buyer.
I,I,"77.3. The Supplier shall provide the Buyer with expert and technical advice on the service to explore improvements, maximise efficiency and performance and ensure infection control measures are maintained across all cleaning Services."
I,I,77.4. The Supplier shall be responsible for ensuring that all Services are Delivered in compliance with the Buyer's health and safety and COVID-19 site risk assessments.
I,I,"77.5. The Supplier shall provide a Cleaning Services throughout the Buyer Premises that is Delivered in a safe and efficient manner as per the required Standards and shall take responsibility for cleaning all internal cleanable areas including common-touch areas, fixtures, fittings, furniture and finishes, to minimise degradation and maintain Asset life cycle."
I,I,"77.6. Where requested by the Buyer, the Supplier shall provide cleaning and infection control equipment, materials and consumables for use directly by Buyer Staff. Where appropriate, this shall include the provision of all associated COSHH data. Where the Buyer requests these Services, they shall be managed via the Billable Works and Projects management process."
I,I.1,78. Service I1 - Routine Cleaning
I,I.1,78.1. The following Standards apply to this Service - SI1.
I,I.1,"78.2. The Supplier shall undertake all tasks associated with professional cleaning Services across all Buyer Premises to ensure that the offices, toilets, shower rooms, kitchens, catering areas, public areas, communal areas, welfare and medical areas, meeting and conference rooms, custody suites (where applicable), bedrooms, circulation space, secure areas and all other working areas, furniture, walls and floor spaces, are maintained to Achieve the necessary levels of cleanliness as defined within the BICS 2015 Standards (or later editions as published by BICS) to ensure all areas remain presentable and fit for their intended purpose."
I,I.1,78.3. The Supplier shall be responsible for monitoring the provision of the Services on a daily basis to ensure that the required Service Standard has been applied.
I,I.1,"78.4. Within specialist or public areas, bespoke cleaning regimes may be required at certain properties. This shall be determined in the Call-Off Procedure."
I,I.1,"78.5. The Supplier shall be responsible for the daily cleaning of hard and soft flooring, desks, chairs, tables, worktops, mobile and static room partitions, internal glazing and walls and shall ensure that the routine cleaning takes place at each Buyer Premises as frequently as required in order to Achieve the necessary levels of cleanliness as defined within the BICS 2015 Standards (or later editions as published by BICS)."
I,I.1,78.6. The Supplier is responsible for the collection and removal of all waste from within the Buyer Premises to the designated central waste storage point/s on a daily basis.
I,I.1,"78.7. The Supplier shall clean first aid, medical and welfare rooms when required at the Buyer Premises."
I,I.1,"78.8. The Supplier shall be responsible for the supply of all consumables and cleaning materials, to include infection control antibacterial wipes and hand-gels, and shall ensure that consumables are fully stocked at all required locations at the start of each Working Day. The Supplier shall provide an uninterrupted supply of consumables at the Buyer Premises, to the existing Standard (unless approved otherwise) associated with the hygienic use of toilets, washing facilities, changing rooms, recovery rooms and tea points."
I,I.1,78.9. The Supplier shall provide a self-funding vending Service for sanitary products where required. The vending areas shall be kept free from stains and spills.
I,I.1,78.10. The routine cleaning Service shall include the provision of a reactive cleaning service to be Delivered during operational cleaning hours as agreed with the Buyer. The Supplier shall be responsible for managing all requests generated via the helpdesk and shall ensuring the full and safe use of the Buyer Premises is maintained.
I,I.1,78.11. Tasks can include:
I,I.1,78.11.1. Responding to spillages;
I,I.1,78.11.2. Replenishing consumables and monitoring the cleanliness of the washrooms;
I,I.1,78.11.3. Responding to complaints;
I,I.1,78.11.4. Cleaning up dust and debris upon completion of maintenance works; and
I,I.1,78.11.5. Stain removal.
I,I.1,"78.12. The Supplier shall respond to requirements associated with wilful damage, vandalism and hazardous waste spillages including human waste, animal waste and vehicular fuel spillages upon request from the Buyer. costs for this service shall be managed via the Billable Works and Projects process."
I,I.1,78.13. All requests for Reactive Cleaning Services shall be routed through the helpdesk to ensure seamless and efficient Service and be driven by the Service Level Agreements in place.
I,I.1,78.14. The Supplier shall be responsible for the provision and disposal of all PPE used by Supplier Staff relating to the Delivery of these Services.
I,I.2,79. Service I2 - Infection Control / Touchpoint Cleaning
I,I.2,79.1. The following Standards apply to this Service - SI2.
I,I.2,79.2. The Supplier shall undertake planned and routine infection control cleaning Services across all Buyer Premises to minimise the risks of infection amongst Buyer Staff and visitors. Details of the operational hours will be defined by the Buyer in the Call-Off Procedure.
I,I.2,79.3. The Supplier shall be responsible for implementing cleaning regimes which reflect the Buyer's requirements which shall include but not be limited to:
I,I.2,"79.3.1. Door handles, glazing, push-plates and security key-pads;"
I,I.2,79.3.2. Workstations;
I,I.2,"79.3.3. Public waiting areas, including counters, seating, armrests and tables;"
I,I.2,79.3.4. Passenger lifts (including all internal and external control panels and buttons);
I,I.2,79.3.5. Escalator controls and grab-rails;
I,I.2,79.3.6. Balustrades;
I,I.2,"79.3.7. Communal kitchen, tea-point, eating and welfare areas;"
I,I.2,79.3.8. Communal IT equipment;
I,I.2,"79.3.9. Shower, changing and locker areas;"
I,I.2,79.3.10. Sanitisation points / stations;
I,I.2,79.3.11. Infection control barriers and screens;
I,I.2,79.3.12. Wheelchair access buttons and barriers;
I,I.2,79.3.13. Vending machines;
I,I.2,79.3.14. Turnstyles;
I,I.2,79.3.15. Light switches; and
I,I.2,"79.3.16. Toilet facilities, to include but not be limited to taps, sinks, consumable dispensers and flush-handles;"
I,I.2,"79.4. The Buyer shall deliver periodic cleaning Services of keyboards, screens and periphery IT equipment where requested by the Buyer. These Services shall be managed via the Billable Works and Projects process."
I,I.2,"79.5. The Supplier shall be responsible for the supply of all consumables and cleaning materials, to include infection control antibacterial wipes and hand-gels, and shall ensure that consumables are fully stocked at all required locations at the start of each Working Day. The Supplier shall provide an uninterrupted supply of consumables at the Buyer Premises."
I,I.2,79.6. The Supplier shall be responsible for the provision and disposal of all PPE used by Supplier Staff relating to the Delivery of these Services.
I,I.3,80. Service I3 - Cleaning of Integral Barrier Mats
I,I.3,80.1. The following Standards apply to this Service - SI3.
I,I.3,80.2. The Supplier shall ensure that all barrier matting is well maintained and kept clean.
I,I.3,80.3. The costs for replacement barrier matting including coir matting should be charged via Call-Off Schedule 25 - Billable Works and Projects.
I,I.3,"80.4. The Supplier shall advise the Buyer when replacement barrier matting, including coir matting, is required."
I,I.4,81. Service I4 - Mobile Cleaning Services
I,I.4,81.1. The following Standards apply to this Service - SI4.
I,I.4,"81.2. Where the Buyer requires that routine, re-active and deep cleaning Services be Delivered via a mobile cleaning solution to meet operational requirements, the Supplier shall be responsible for delivering the Services and shall ensure routine cleaning take place at each Buyer Premises as frequently as required in order to Achieve the necessary levels of cleanliness as defined within the BICS 2015 Standards (or later editions as published by BICS). Further information on requirements will be provided by the Buyer in the Call-Off Procedure."
I,I.4,"81.3. The Supplier shall be responsible for the supply of all consumables and cleaning materials, to include infection control antibacterial wipes and hand-gels, and shall ensure that consumables are fully stocked at all required locations at the start of each Working Day. The Supplier shall provide an uninterrupted supply of consumables at the Buyer Premises, to the existing Standard (unless approved otherwise) associated with the hygienic use of toilets, washing facilities, changing rooms, recovery rooms and tea points."
I,I.4,81.4. The Supplier shall provide a self-funding vending Service for sanitary products where required. The vending areas shall be kept free from stains and spills.
I,I.5,82. Service I5 – Deep (Periodic) Cleaning
I,I.5,82.1. The following Standards apply to this Service - SI5.
I,I.5,82.2. The Supplier shall:
I,I.5,82.2.1. Provide a programme for periodic and Deep Cleaning activities to the Buyer for Approval within one Month of the start of each Contract Year;
I,I.5,82.2.2. Inform the Buyer of all periodic cleaning activity one Month prior to it being undertaken via the CAFM system or PPM schedule;
I,I.5,"82.2.3. Undertake deep cleaning Services to all kitchen, kitchen equipment, food storage areas, grease interceptors, food preparation areas, cleaning of shower​s, washrooms and toilets and supporting areas in the Buyer Premises. The deep cleaning Services are not required where catering Services are delivered by a Buyer appointed third-party provider;"
I,I.5,82.2.4. Take responsibility for ensuring the Buyer’s staff are informed prior to carrying out periodic cleaning activities; and
I,I.5,82.2.5. Clean all catering and staff welfare areas daily.
I,I.5,82.3. The Supplier must establish a good working relationship with any third party Supplier of catering to facilitate the cleaning of all equipment.
I,I.6,83. Service I6 - Cleaning of External Areas
I,I.6,83.1. The following Standards apply to this Service - SI6.
I,I.6,"83.2. The Supplier shall ensure that external building fabric, lighting, fixtures and fittings are maintained and clean."
I,I.6,83.3. The Service should be integrated with the grounds maintenance Service where possible so that there is no duplication of tasks in external areas.
I,I.6,83.4. The Supplier shall:
I,I.6,83.4.1. Clean external signage including heritage signage as approved by the Buyer;
I,I.6,83.4.2. Clean piers and pontoons where they are present and waste stores and receptacles at a frequency agreed with the Buyer; and
I,I.6,"83.4.3. Clean hard and soft external landscaping, including car parks, at a frequency agreed with the Buyer."
I,I.6,"83.5. The Supplier shall operate a regular external cleaning programme, using the appropriate equipment at all times, following safe working procedures in accordance with all current relevant legislation."
I,I.7,84. Service I7 - Window Cleaning (Internal)
I,I.7,84.1. The following Standards apply to this Service - SI7.
I,I.7,84.2. Internal window cleaning shall be carried out bi-annually by the Supplier to the required Standard. The schedule is to be agreed with the Buyer and planned via the CAFM system process or other PPM scheduling tool.
I,I.7,84.3. The method statement is to include the required quality Standard and shall be provided by the Supplier within the SDP.
I,I.7,84.4. Rectification of any failure to clean to the required Standard to be carried out free of charge.
I,I.7,"84.5. Where mobile or fixed access equipment is not present at the Buyer Premises and the internal glazed area/s to be cleaned exceed a height of 20 metres, all costs associated with the provision of portable access equipment shall be managed via the Billable Works and Projects process. Prices shall be inclusive of all labour and associated cleaning materials."
I,I.7,84.6. Splashes and excessive soiling shall be removed during agreed operational Working Hours to agreed response times.
I,I.7,"84.7. Subject to notification to the helpdesk, spot cleaning for splashes and excessive soiling which is impairing visibility shall be undertaken using procedures appropriate to the finish of the fixture or window pane."
I,I.7,84.8. A system shall be implemented by the Supplier to ensure that windows with bomb blast curtains are not left unprotected. This includes situations where the bomb blast net serves only for privacy purposes.
I,I.7,84.9. The cleaning of all bomb curtains requires a proportion of curtains to facilitate phased cleaning. The service shall be managed via the Billable Works and Projects process.
I,I.7,"84.10. Bomb blast nets have a limited life, circa five (5) years, and shall need replacement from time to time; costs for replacement shall managed via the Billable Works and Projects Process."
I,I.8,85. Service I8 - Window Cleaning (External)
I,I.8,85.1. The following Standards apply to this Service - SI8.
I,I.8,85.2. The Supplier shall ensure that cleaning is carried out bi-annually to the required Standard or in line with local by-laws in force in certain parts of the UK.
I,I.8,85.3. The schedule is to be agreed with the Buyer and planned via the CAFM system or other PPM schedule.
I,I.8,85.4. The method statement is to include the required quality Standard and shall be provided by the Supplier within the SDP.
I,I.8,85.5. Rectification of any failure to clean to the required Standard to be carried out free of charge.
I,I.8,"85.6. The Supplier shall deliver the service making use of existing fixed access equipment at the Buyer Premises or via a pole and reach solution. The Supplier shall be responsible for the provision of equipment, labour and materials required to deliver the service."
I,I.8,"85.7. Where mobile or fixed access equipment is not present at the Buyer Premises and the external glazed area/s to be cleaned exceed a height of 20 metres, all costs associated with the provision of portable access equipment shall be managed via the Billable Works and Projects process. Prices shall be inclusive of all labour and associated cleaning materials."
I,I.8,"85.8. Subject to notification made to the helpdesk by the Buyer Authorised Representative, spot cleaning for splashes and excessive soiling which is impairing visibility shall be undertaken by the Supplier using procedures appropriate to the finish of the fixture or window pane. Splashes and excessive soiling shall be removed within agreed operational Working Hours to agreed response times. This Service shall be chargeable as per Call-Off Schedule 25 - Billable Works and Projects."
I,I.9,86. Service I9 - Cleaning of Communications and Equipment Rooms
I,I.9,86.1. The following Standards apply to this Service - SI9.
I,I.9,86.2. The Supplier shall ensure that cleaning of communication and equipment rooms shall be by arrangement with the Buyer.
I,I.9,86.3. The Supplier shall ensure that communication and equipment rooms are cleaned following the required cleaning standard and any additional Standards in relation to the specific cleaning requirement.
I,I.9,86.4. Where required there may be additional security clearance of cleaning operatives in high risk areas.
I,I.10,87. Service I10 - Reactive Cleaning (Outside Cleaning Operational Hours)
I,I.10,87.1. The following Standards apply to this Service - SI10.
I,I.10,"87.2. The Supplier shall ensure that all reactive cleaning requests generated via the helpdesk during the agreed cleaning operational hours at the Buyer Premises, with the exception of infection control specialist cleaning Services, are managed as part of the routine cleaning service (service I.1)."
I,I.10,"87.3. Where the Buyer requires the Delivery of a reactive service outside of the agreed cleaning operational hours at the Buyer Premises, the Supplier shall be responsible for the Delivery of the service and shall ensure the full and safe use of the Buyer Premises is maintained. Tasks can include:"
I,I.10,"87.3.1. Responding to spillages, including foodstuffs, human waste, animal waste, cooking oil, vehicular fuel;"
I,I.10,87.3.2. Responding to cleaning requirements generated via Billable Works undertaken by third party Suppliers;
I,I.10,"87.3.3. Responding to COVID-19 infection outbreaks and Delivery of mechanical deep cleaning, decontamination and disinfection Services (e.g. electrostatic spray disinfection Services, antiviral sanitisation Services) of buildings, furnishings and equipment. These service shall require testing Services to ensure Buyer Premises are contamination free prior to any return-to-the-office by Buyer's personnel;"
I,I.10,87.3.4. Replenishing hygiene / clinical consumables;
I,I.10,87.3.5. Maintaining cleanliness of prestige / high profile areas; and
I,I.10,"87.3.6. Removal of staining from building fabric as caused by such events such as atmospheric pollution, the accidental spillage of materials and the application of graffiti."
I,I.10,87.4. The Services Delivered outside of the agreed cleaning operational hours shall be managed as per the Call-Off Schedule 25 - Billable Works and Projects. Further details will be provided by the Buyer in the Call-Off Procedure.
I,I.11,88. Service I11 – Housekeeping
I,I.11,88.1. The following Standards apply to this Service - SI11.
I,I.11,"88.2. The Supplier shall provide a professionally managed housekeeping Service for staff and visitors at the Buyer Premises. Through the use of Good Industry Practice and the introduction of innovation, this shall Achieve and demonstrate value for money on a continuous basis."
I,I.11,"88.3. The Supplier shall provide a resource management plan (structure and format to be agreed with the Buyer at start of the Call-Off Contract), which addresses actions to be taken by the Supplier to Achieve the following:"
I,I.11,88.3.1. An increase in recycling or reuse of discarded items in line with the Waste Hierarchy;
I,I.11,88.3.2. A reduction in emissions associated with the Services Delivered at Buyer Premises (e.g. waste collection and disposal Services);
I,I.11,88.3.3. An increase of recycled content in linen against an agreed baseline;
I,I.11,88.3.4. An increase in textiles recycled or re-used at end of life against an agreed baseline;
I,I.11,88.3.5. An increase in the average number of washes per unit against an agreed baseline; and
I,I.11,88.3.6. A reduction in the whole life cost of textiles Service against an agreed baseline.
I,I.11,"88.4. As part of the resource management plan, the Supplier shall:"
I,I.11,"88.4.1. Measure and report performance on a periodic basis at a frequency agreed with the Buyer. Reports shall be supported by evidence in the form of inventory logs, energy consumption readings and equipment utilisation logs; and"
I,I.11,"88.4.2. Identify management actions and investment priorities for reducing cost and improving materials, energy and carbon efficiency."
I,I.11,"88.5. The Supplier shall ensure that a nominated manager of the Housekeeping Service for each Buyer Premises is contactable twenty-four (24) hours a day, seven (7) days a week, fifty-two (52) weeks a year. The Supplier shall also provide cover for the nominated manager for annual leave and sickness. The contact details shall be posted in clearly defined areas agreed with the Buyer Authorised Representative."
I,I.11,"88.6. The Supplier shall provide a customer satisfaction survey form at the start of the building users’ stay, which shall be returned to the Supplier on departure and the responses shall be logged on to the CAFM system."
I,I.12,89. Service I12 - IT Equipment Cleaning
I,I.12,89.1. The following Standards apply to this Service - SI12.
I,I.12,"89.2. Where this Service is requested by the Buyer, the Supplier shall clean desktop computers, screens and keyboards."
I,I.13,90. Service 113 - Specialist Cleaning
I,I.13,90.1. The following Standards apply to this Service - SI13.
I,I.13,90.2. The Supplier shall provide a Specialist Cleaning Service at the Buyer Premises which shall include:
I,I.13,90.2.1. Antiques.
I,I.13,90.2.2. Pictures;
I,I.13,90.2.3. Artwork;
I,I.13,90.2.4. Sculptures;
I,I.13,90.2.5. Statues;
I,I.13,90.2.6. Ceramics;
I,I.13,90.2.7. Fabrics;
I,I.13,"90.2.8. Pictures, including frames;"
I,I.13,90.2.9. Trophies; and
I,I.13,90.2.10. Chandeliers.
I,I.13,"90.3. The cleaning regimes shall comply with the advice / recommendations provided by English Heritage / CADW / Historic Scotland, the Specialist Conservation Consultant and as instructed by the Buyer. The Supplier shall ensure that utmost care be taken when handling and cleaning these items."
I,I.13,90.4. The Supplier shall have full responsibility for the items during the cleaning process and shall indemnify the Buyer against breakages or failures due directly to the cleaning process. Where the age and condition of an item is seen to deteriorate requiring the intervention of professional renovation; this shall be agreed with the Buyer before attempting to conduct cleaning.
I,I.13,90.5. This Service shall be Delivered on an ad hoc basis and costs for the Services shall be included in the Charges. Further information will be provided by the Buyer at the Call-Off stage.
I,I.14,91. Service I14 – Cleaning of Curtains and Window Blinds
I,I.14,91.1. The following Standards apply to this Service - SI14.
I,I.14,91.2. The Supplier shall provide a professionally managed curtain and window blinds cleaning Service. The frequency shall be agreed with the Buyer and the Supplier during the Call-Off stage.
I,I.14,91.3. Curtains are to be removed from rails and cleaned by a suitable approved method. Care should be taken to maintain any guarantees on the curtains.
I,I.15,92. Service I15 - Medical and Clinical Cleaning
I,I.15,92.1. The following Standards apply to this Service - SI15.
I,I.15,"92.2. The Supplier shall be responsible for the cleaning of all medical, clinical and laboratories where required by the Buyer."
I,I.15,92.3. The Supplier shall be responsible for the cleaning of all laboratory equipment where required by the Buyer.
I,I.15,92.4. The Supplier shall ensure that Supplier staff delivering this service shall have successfully completed and be in possession of a first-aid responder qualification.
I,I.15,"92.5. The Supplier shall ensure that the Service in accordance with the requirements needed to enable the Buyer to attain Care Quality Commission (CQC) accreditation, for example in accordance with PAS 524 or other Standards defined by the Buyer by the Buyer in the Call-Off Procedure."
I,I.16,93. Service I16 - Pest Control Services
I,I.16,93.1. The following Standards apply to this Service - SI16.
I,I.16,"93.2. The Supplier shall provide a bi-monthly planned and re-active pest control Service to keep the Buyer’s Premises free from all types of rodents, birds and insects. Where other pests outside this scope affect a Buyer Premise (e.g. foxes, moles and/or rabbits) the Buyer will provide details of additional requirements and how these Services shall be priced in the Call-Off Procedure."
I,I.16,93.3. The Supplier shall provide site specific pest risk assessments and a full pest control action plan for dealing with the range of pests encountered within the Buyer Premises at Mobilisation. The Supplier shall ensure only biocidal products approved by HSE are used on Buyer Premises. The Supplier shall ensure all potential risks to wildlife and the environment and humane pest control methods are given consideration whilst developing the pest control action plan.
I,I.16,"93.4. A detailed survey of the Buyer Premises shall be Delivered at Buyer Premises during the Mobilisation Period before any control is undertaken. The findings and results of the survey, together with other information, are then used in formulating the action plan, of which control is a major part."
I,I.16,"93.5. The Supplier shall give priority to infestations that present a major risk to health, safety and welfare, or which has an operational impact on the Buyer, and Deliver an emergency reactive Service and respond to emergency pest control requirements within twenty-four (24) hours of being notified."
I,I.16,93.6. The Supplier shall respond to routine pest control requirements within five (5) Working Days of being notified.
I,I.16,"93.7. In instances where there are repeated infestations that reduce occupancy or operational capability, the Supplier shall be responsible for the implementation of a preventative regime to avoid re-infestation. The Supplier shall report repeated infestations or instances of poor house-keeping to the Buyer and record all details on the CAFM system."
I,I.16,93.8. Where pests are known to be active at certain and regular periods of the year the Supplier shall produce a pest control management plan implementing both pro-active and long term preventative measures to ensure against damage to Buyer’s infrastructure and the Buyer Premises.
I,I.16,93.9. The Supplier shall where necessary align the pest control management plan with the Grounds Maintenance regime to maximise potential synergies with these Services.
I,I.16,"93.10. There will be additional requirement for museums, galleries, nature conservation Sites, historic environments, housing, forestry and woodlands, archives and laboratories. This shall be defined by the Buyer in the Call-Off Procedure."
I,I.16,"93.11. The Supplier shall remove all dead rodents, birds and insects, either as a result of the pest control Service or other means."
I,I.16,93.12. Where Buyer Premises require the installation of new bird netting or specialist Services (e.g. hawking Services) to prevent persistent fouling and/or building damage the Billable Works and Projects process shall apply.
I,I.17,94. Service I17 - Linen and Laundry Services
I,I.17,94.1. The following Standards apply to this Service - SI17.
I,I.17,"94.2. The Supplier shall provide all linen required to carry out the Service at a cost to be agreed in the Call-Off Procedure and shall be responsible for the laundering, organisation and control of all linen stocks."
I,I.17,94.3. The Supplier shall ensure that an adequate stock of all linen is available and in good repair at all times.
I,I.17,94.4. The Supplier shall provide:
I,I.17,"94.4.1. Laundered entrance mats, where required, at a frequency stipulated by the Buyer;"
I,I.17,94.4.2. A laundry and linen Service for Supplier Staff that must sleep overnight within the Buyer Premises;
I,I.17,94.4.3. All towels including first aid and treatment rooms; and
I,I.17,94.4.4. An ad hoc dry cleaning Services at the request of the Buyer and dispatch submitted items for dry cleaning and shall ensure collection and return in accordance with procedures agreed with the Buyer. costs for this service shall be managed via Call-Off Schedule 25 – Billable Works and Projects.
I,I.17,94.5. This Service shall be fully integrated with the housekeeping Service wherever possible.
I,I.17,94.6. The Supplier shall ensure that an adequate stock of all linen is available and in good repair at all times.
I,I.18,95. Service I18 - Hotel Services
I,I.18,95.1. The following Standards apply to this Service - SI18.
I,I.18,"95.2. The Buyer may have Buyer Premises within its portfolio that provide a hotel Service for visiting clients and their children where appropriate who pay for bed and board. Where these Buyer Premises exist, the Supplier shall Deliver all Services required to maintain operation of the Buyer Premises. In such circumstances, it may be necessary to combine a number of Services within this Framework Schedule 1 (Specification) to provide a total hotel Service at the Buyer Premises. A hotel Service may include:"
I,I.18,95.2.1. Reception;
I,I.18,95.2.2. Concierge;
I,I.18,95.2.3. Cleaning;
I,I.18,95.2.4. Housekeeping;
I,I.18,95.2.5. Linen / laundry (including linen hire and purchase on behalf of the Buyer);
I,I.18,95.2.6. Catering;
I,I.18,95.2.7. Security;
I,I.18,95.2.8. Maintenance;
I,I.18,95.2.9. Pool and leisure facilities;
I,I.18,95.2.10. Furniture;
I,I.18,95.2.11. Move Management Churn;
I,I.18,95.2.12. Room booking;
I,I.18,95.2.13. Porterage;
I,I.18,95.2.14. Waste collection and disposal Services;
I,I.18,95.2.15. Conferencing; and
I,I.18,95.2.16. Meetings and hospitality Services.
I,I.18,"95.3. In addition, where this hotel Service is a requirement in the Call-Off Procedure, the Supplier may be required to:"
I,I.18,95.3.1. deliver management and administrative functions as required to facilitate the operation of the Buyer Premises; and
I,I.18,95.3.2. to procure consumables and miscellaneous goods and materials on behalf of the Buyer.
I,I.18,95.4. Buyer Premises which operate a hotel Service will be clearly identified by the Buyer in the Call-Off Procedure and details of the Services required will be provided for the Supplier to tender against.
J, Workplace FM Services.,
J,J.1,96. Service J1 - Mail Services
J,J.1,96.1. The following Standards apply to this Service - SJ1.
J,J.1,"96.2. Where the Buyer specifies the Delivery of these Services in the Call-Off Procedure, the Supplier shall be responsible for the management and successful operation of a streamlined mail room Service for the Buyer that is integrated whenever possible with all other relevant Services in order to provide value for money for the Buyer."
J,J.1,96.3. The Supplier shall provide a secure mail Delivery Service between Government Bodies on a national basis throughout the United Kingdom. This requirement will be fully specified in the Call-Off Procedure by the Buyer where it is deemed appropriate.
J,J.1,"96.4. The Supplier shall be solely responsible for the interface between the Buyer and all third party Suppliers in relation to mail. The Supplier shall provide innovative proposals for the most advantageous Services offered by Subcontractor(s). The Supplier shall consider the use of various collection and Delivery Services including the use of the PO Box Service, business and reply paid mail and packet post where appropriate. The Supplier shall provide the Buyer with proposals to maximise the efficiency of its incoming and outgoing mail regimes."
J,J.1,96.5. The Supplier shall ensure that Supplier Staff have the security clearance necessary to Deliver the level of protectively marked mail to be Delivered under the Call-Off Contract as advised by the Buyer.
J,J.2,97. Service J2 - Internal Messenger Service
J,J.2,97.1. The following Standards apply to this Service - SJ2.
J,J.2,"97.2. Where the Buyer specifies the Delivery of these Services in the Call-Off Procedure, the Supplier shall provide a messenger Service at each Buyer Premises where required."
J,J.3,98. Service J3 - Courier Booking and Distribution Services
J,J.3,98.1. The following Standards apply to this Service - SJ3.
J,J.3,"98.2. Where the Buyer specifies the Delivery of these Services in the Call-Off Procedure, the Supplier shall manage and co-ordinate the following Services:"
J,J.3,98.2.1. National and international courier Service for the Buyer.
J,J.3,98.2.2. Distribution of Buyer property across Buyer Premises or to Buyer nominated locations;
J,J.3,98.2.3. Packaging goods in readiness for distribution across Buyer Premises or to Buyer nominated locations; and
J,J.3,98.2.4. Logistics Services associated with the transport of goods within / across Buyer Premises or Buyer nominated locations;
J,J.3,"98.5. The Supplier shall use departmental and/or pan-Government commercial vehicles that have been approved by the Buyer to procure courier booking Service. Should the Supplier be able to demonstrate that their supply chain is able to offer better value-for-money, the Buyer may accept those as suitable Subcontractor(s), however the Buyer reserves the right to choose either those or alternative Suppliers for this Service."
J,J.4,99. Service J4 – Repairperson Services
J,J.4,99.1. The following Standards apply to this Service - SJ4.
J,J.4,99.2. The Supplier shall provide:
J,J.4,99.2.1. An adaptable and responsive repairs Service to the Buyer Premises during operational Working Hours. Supplier Staff who execute tasks of this nature shall be adequately trained and experienced for the work to be carried out; and
J,J.4,"99.2.2. All necessary tools and equipment for carrying out the repairs Service, including access equipment to enable the Supplier to perform tasks safely."
J,J.4,99.3. The Supplier shall ensure that Supplier Staff are not exposed to danger due to a skills shortage. The Supplier Staff delivering the repairs Service shall have training and experience in the wide range of maintenance and repair requests that are likely to be demanded of this Service.
J,J.4,"99.4. The Buyer welcomes proposals, which maximise the repairperson Service to complement all other aspects of its work force. The Supplier shall be required to demonstrate the validity and maximum usage of the Service, and continuously seek to drive down costs associated with the Service through multi-tasking and re-deployment on a daily basis."
J,J.4,99.5. The repairperson Service shall have general expertise in the wide range of maintenance and repair requests that are likely to be demanded of this Service.
J,J.4,"99.6. With sole contact being made through and monitored by the helpdesk, the repairperson Service shall be available to deal with general small repairs and decoration on a planned, reactive or ad hoc basis. The Supplier shall ensure that Approval to proceed with the task has been received from the Buyer prior to the commencement of any works."
J,J.4,99.7. Tasks likely to fall within the remit of the repairperson Service include but are not limited to:
J,J.4,99.7.1 Picture hanging;
J,J.4,99.7.2. Shelf hanging;
J,J.4,99.7.3. Pin-board installation;
J,J.4,99.7.4. Light-bulb changing;
J,J.4,99.7.5. Toilet-seat replacement;
J,J.4,99.7.6. Clearing pipe / drain blockages;
J,J.4,99.7.7. Building fabric inspections;
J,J.4,99.7.8. Carpet repairs;
J,J.4,99.7.9. Movement of boxes and small-scale furniture movement.
J,J.4,99.8. Costs for the repairperson Service are to be included in the Charges.
J,J.4,99.7. The Supplier shall be required to demonstrate the validity and maximum usage of the Service and shall continuously seek to drive down costs associated with the Service through multi-tasking and re-deployment on a daily basis.
J,J.4,99.8. The Supplier shall explore the synergies between all other Services when considering resourcing this Service.
